"DATE","TIME PERIOD","AAA yield curve - Beta 0 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA0)","AAA yield curve - Beta 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA1)","AAA yield curve - Beta 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA2)","AAA yield curve - Beta 3 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA3)","AAA yield curve - Tau 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU1)","AAA yield curve - Tau 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU2)"
"2020-12-07","07 Dec 2020","0.101615","-0.836615","12.253283","-13.964124","2.090215","2.235614"
"2020-12-08","08 Dec 2020","0.069387","-0.802459","12.251123","-13.964978","2.102682","2.247776"
"2020-12-09","09 Dec 2020","0.085841","-0.832841","12.248146","-13.967790","2.108373","2.253444"
"2020-12-10","10 Dec 2020","0.073114","-0.819114","12.263818","-13.952048","2.105734","2.251023"
"2020-12-11","11 Dec 2020","0.044142","-0.792081","12.251190","-13.964179","2.115716","2.262588"
"2020-12-14","14 Dec 2020","0.057731","-0.819731","12.289633","-13.925210","2.124373","2.272104"
"2020-12-15","15 Dec 2020","0.044212","-0.807212","12.300494","-13.914201","2.125703","2.273384"
"2020-12-16","16 Dec 2020","0.101159","-0.864159","12.324372","-13.887967","2.146595","2.293055"
"2020-12-17","17 Dec 2020","0.080934","-0.853934","12.328874","-13.882913","2.170091","2.322530"
"2020-12-18","18 Dec 2020","0.080962","-0.840962","12.334466","-13.877294","2.173433","2.322427"
"2020-12-21","21 Dec 2020","0.075311","-0.841311","12.322297","-13.889254","2.174312","2.326266"
"2020-12-22","22 Dec 2020","0.058692","-0.824692","12.347413","-13.864042","2.180803","2.326973"
"2020-12-23","23 Dec 2020","0.100850","-0.869850","12.364664","-13.845412","2.186229","2.330435"
"2020-12-28","28 Dec 2020","0.214669","-0.968022","13.297084","-14.196757","6.190409","6.063001"
"2020-12-29","29 Dec 2020","0.081101","-0.806978","13.363798","-14.130565","6.229057","5.990295"
"2020-12-30","30 Dec 2020","0.224066","-0.962342","13.231162","-14.262249","6.253887","6.112548"
"2021-01-04","04 Jan 2021","0.052839","-0.648720","13.194293","-14.382198","5.183809","4.939543"
"2021-01-05","05 Jan 2021","0.048138","-0.647679","13.196411","-14.380081","5.184477","4.939520"
"2021-01-06","06 Jan 2021","0.075832","-0.676070","13.228367","-14.347819","5.186383","4.931781"
"2021-01-07","07 Jan 2021","0.075705","-0.684107","13.230004","-14.346224","5.189835","4.930227"
"2021-01-08","08 Jan 2021","0.074332","-0.690989","13.234948","-14.341204","5.185377","4.934402"
"2021-01-11","11 Jan 2021","0.099937","-0.699580","13.245483","-14.330681","5.201350","4.921882"
"2021-01-12","12 Jan 2021","0.120825","-0.721064","13.266851","-14.309281","5.199859","4.920464"
"2021-01-13","13 Jan 2021","0.108541","-0.711903","13.225070","-14.350279","5.193586","4.944110"
"2021-01-14","14 Jan 2021","0.030887","-0.628146","13.226143","-14.349586","5.206185","4.913840"
"2021-01-15","15 Jan 2021","0.049404","-0.632818","13.229493","-14.346315","5.219527","4.903161"
"2021-01-18","18 Jan 2021","0.092809","-0.684025","13.221254","-14.354201","5.230889","4.938126"
"2021-01-19","19 Jan 2021","0.105806","-0.695989","13.229400","-14.346036","5.231873","4.940463"
"2021-01-20","20 Jan 2021","0.098698","-0.690127","13.210142","-14.365054","5.229904","4.952600"
"2021-01-21","21 Jan 2021","0.127211","-0.723892","13.245409","-14.329432","5.230596","4.946231"
"2021-01-22","22 Jan 2021","0.116800","-0.702710","13.222047","-14.352693","5.243539","4.940459"
"2021-01-25","25 Jan 2021","0.046284","-0.629577","13.222481","-14.351680","5.250313","4.929841"
"2021-01-26","26 Jan 2021","0.059099","-0.643604","13.229705","-14.344513","5.261831","4.927111"
"2021-01-27","27 Jan 2021","0.071946","-0.664103","13.197248","-14.376462","5.264767","4.940529"
"2021-01-28","28 Jan 2021","0.080079","-0.673344","13.214478","-14.359298","5.274153","4.926167"
"2021-01-29","29 Jan 2021","0.109552","-0.702085","13.235264","-14.338511","5.281421","4.919548"
"2021-02-01","01 Feb 2021","0.147632","-0.742424","13.210911","-14.362453","5.299987","4.971539"
"2021-02-02","02 Feb 2021","0.169725","-0.768485","13.237269","-14.336022","5.296717","4.971594"
"2021-02-03","03 Feb 2021","0.187417","-0.776790","13.245704","-14.328157","5.311631","4.961890"
"2021-02-04","04 Feb 2021","0.241653","-0.838306","13.235731","-14.337825","5.335271","5.006166"
"2021-02-05","05 Feb 2021","0.206960","-0.790093","13.245441","-14.328573","5.350922","4.982808"
"2021-02-08","08 Feb 2021","0.234190","-0.830126","13.287150","-14.286985","5.352740","4.972983"
"2021-02-09","09 Feb 2021","0.223177","-0.815112","13.259525","-14.314258","5.352958","4.988356"
"2021-02-10","10 Feb 2021","0.221015","-0.811699","13.249484","-14.324358","5.362370","4.990182"
"2021-02-11","11 Feb 2021","0.184632","-0.764022","13.260846","-14.313630","5.385457","4.961983"
"2021-02-12","12 Feb 2021","0.258345","-0.848183","13.272056","-14.301694","5.410100","4.998418"
"2021-02-15","15 Feb 2021","0.291813","-0.887092","13.314311","-14.259121","5.406910","4.989245"
"2021-02-16","16 Feb 2021","0.247652","-0.834960","13.387265","-14.187129","5.413664","4.937397"
"2021-02-17","17 Feb 2021","0.266625","-0.850424","13.367874","-14.206397","5.431282","4.961569"
"2021-02-18","18 Feb 2021","0.292999","-0.880949","13.403586","-14.170299","5.421917","4.959217"
"2021-02-19","19 Feb 2021","0.301974","-0.890918","13.418472","-14.155552","5.430617","4.942747"
"2021-02-22","22 Feb 2021","0.300308","-0.883470","13.372540","-14.200776","5.439133","4.961527"
"2021-02-23","23 Feb 2021","0.278366","-0.866381","13.464286","-14.109240","5.411991","4.896769"
"2021-02-24","24 Feb 2021","0.269004","-0.861252","13.509384","-14.064395","5.400646","4.874647"
"2021-02-25","25 Feb 2021","0.298958","-0.893889","13.539747","-14.032452","5.378785","4.895187"
"2021-02-26","26 Feb 2021","0.207978","-0.799474","13.582980","-13.988645","5.338872","4.861763"
"2021-03-01","01 Mar 2021","0.192888","-0.775441","13.458210","-14.107375","5.374529","4.872487"
"2021-03-02","02 Mar 2021","0.208558","-0.783901","13.461575","-14.104546","5.390610","4.860921"
"2021-03-03","03 Mar 2021","0.270779","-0.847143","13.441913","-14.124407","5.439549","4.906763"
"2021-03-04","04 Mar 2021","0.305986","-0.896607","13.407855","-14.157955","5.473301","4.969085"
"2021-03-05","05 Mar 2021","0.271542","-0.857662","13.470279","-14.096167","5.465507","4.930849"
"2021-03-08","08 Mar 2021","0.252257","-0.833684","13.495639","-14.071075","5.461063","4.916151"
"2021-03-09","09 Mar 2021","0.230497","-0.813953","13.470770","-14.095419","5.460703","4.929907"
"2021-03-10","10 Mar 2021","0.232964","-0.812446","13.473176","-14.092774","5.454969","4.936921"
"2021-03-11","11 Mar 2021","0.219908","-0.794029","13.440323","-14.125342","5.468607","4.936667"
"2021-03-12","12 Mar 2021","0.261369","-0.835415","13.471586","-14.093780","5.480011","4.919736"
"2021-03-15","15 Mar 2021","0.255540","-0.821442","13.448302","-14.117655","5.502372","4.906733"
"2021-03-16","16 Mar 2021","0.245198","-0.815966","13.413267","-14.151919","5.503388","4.931968"
"2021-03-17","17 Mar 2021","0.282765","-0.855322","13.453975","-14.112260","5.513837","4.913191"
"2021-03-18","18 Mar 2021","0.315360","-0.892424","13.485316","-14.081085","5.518870","4.901126"
"2021-03-19","19 Mar 2021","0.342265","-0.923354","13.428084","-14.137029","5.568355","4.953001"
"2021-03-22","22 Mar 2021","0.329003","-0.909925","13.415467","-14.149857","5.576257","4.948986"
"2021-03-23","23 Mar 2021","0.304166","-0.879122","13.377534","-14.187160","5.579884","4.959877"
"2021-03-24","24 Mar 2021","0.268474","-0.844842","13.401780","-14.163166","5.576427","4.950200"
"2021-03-25","25 Mar 2021","0.247072","-0.834363","13.377940","-14.186277","5.570700","4.975805"
"2021-03-26","26 Mar 2021","0.270855","-0.861931","13.406482","-14.157982","5.576738","4.962404"
"2021-03-29","29 Mar 2021","0.289086","-0.883337","13.428606","-14.136095","5.580926","4.953690"
"2021-03-30","30 Mar 2021","0.321329","-0.908816","13.475568","-14.088259","5.562319","4.953849"
"2021-03-31","31 Mar 2021","0.302932","-0.911427","13.478456","-14.084680","5.554464","4.975916"
"2021-04-01","01 Apr 2021","0.285078","-0.882269","13.442341","-14.120085","5.578784","4.968688"
"2021-04-06","06 Apr 2021","0.268948","-0.863775","13.476810","-14.085999","5.575288","4.953308"
"2021-04-07","07 Apr 2021","0.265967","-0.865676","13.468774","-14.094042","5.584313","4.962897"
"2021-04-08","08 Apr 2021","0.275242","-0.883038","13.429244","-14.132832","5.612678","5.014656"
"2021-04-09","09 Apr 2021","0.264622","-0.866572","13.523340","-14.038940","5.584289","4.959187"
"2021-04-12","12 Apr 2021","0.260856","-0.863456","13.522877","-14.039666","5.590378","4.951416"
"2021-04-13","13 Apr 2021","0.258208","-0.858456","13.520386","-14.042174","5.591794","4.951929"
"2021-04-14","14 Apr 2021","0.271810","-0.880444","13.538454","-14.023835","5.584957","4.958185"
"2021-04-15","15 Apr 2021","0.280971","-0.896608","13.549279","-14.012969","5.585478","4.961663"
"2021-04-16","16 Apr 2021","0.225938","-0.835577","13.625700","-13.938321","5.609306","4.922984"
"2021-04-19","19 Apr 2021","0.254917","-0.860680","13.653427","-13.909828","5.597266","4.930236"
"2021-04-20","20 Apr 2021","0.240459","-0.836259","13.625900","-13.937442","5.605945","4.924254"
"2021-04-21","21 Apr 2021","0.221932","-0.817979","13.583596","-13.978910","5.605452","4.941282"
"2021-04-22","22 Apr 2021","0.225552","-0.832381","13.593338","-13.968559","5.596198","4.954336"
"2021-04-23","23 Apr 2021","0.243580","-0.855091","13.607664","-13.954325","5.601892","4.953736"
"2021-04-26","26 Apr 2021","0.238278","-0.836870","13.594166","-13.968111","5.610427","4.947937"
"2021-04-27","27 Apr 2021","0.221215","-0.825945","13.634945","-13.927656","5.597801","4.924421"
"2021-04-28","28 Apr 2021","0.237963","-0.853562","13.656104","-13.906203","5.589731","4.929086"
"2021-04-29","29 Apr 2021","0.281100","-0.890130","13.694048","-13.868140","5.591518","4.903759"
"2021-04-30","30 Apr 2021","0.263007","-0.862897","13.665087","-13.897105","5.599057","4.894588"
"2021-05-03","03 May 2021","0.260557","-0.857465","13.668728","-13.893583","5.594564","4.883997"
"2021-05-04","04 May 2021","0.241987","-0.830964","13.609932","-13.951687","5.601416","4.894964"
"2021-05-05","05 May 2021","0.238466","-0.825744","13.633186","-13.928746","5.583416","4.858604"
"2021-05-06","06 May 2021","0.247532","-0.841070","13.639118","-13.922892","5.585383","4.858466"
"2021-05-07","07 May 2021","0.248562","-0.838661","13.639071","-13.922772","5.582622","4.862044"
"2021-05-10","10 May 2021","0.263743","-0.852288","13.648613","-13.913463","5.587592","4.853094"
"2021-05-11","11 May 2021","0.302804","-0.901260","13.698776","-13.862607","5.569663","4.845131"
"2021-05-12","12 May 2021","0.333610","-0.937317","13.739248","-13.821712","5.557880","4.837445"
"2021-05-13","13 May 2021","0.334331","-0.954581","13.769838","-13.790439","5.535455","4.839302"
"2021-05-14","14 May 2021","0.316837","-0.930009","13.754959","-13.804672","5.531575","4.848267"
"2021-05-17","17 May 2021","0.333560","-0.946331","13.774914","-13.784987","5.534551","4.835480"
"2021-05-18","18 May 2021","0.354447","-0.971150","13.758474","-13.801216","5.550855","4.858137"
"2021-05-19","19 May 2021","0.304211","-0.912369","13.803238","-13.757749","5.546027","4.805749"
"2021-05-20","20 May 2021","0.317866","-0.933896","13.799565","-13.760423","5.553558","4.851788"
"2021-05-21","21 May 2021","0.301640","-0.909883","13.758256","-13.801424","5.567043","4.854297"
"2021-05-24","24 May 2021","0.307688","-0.912683","13.761305","-13.798540","5.570166","4.850615"
"2021-05-25","25 May 2021","0.292735","-0.891997","13.704274","-13.854868","5.584801","4.869825"
"2021-05-26","26 May 2021","0.274356","-0.872297","13.653387","-13.904800","5.591601","4.894210"
"2021-05-27","27 May 2021","0.301215","-0.908235","13.688128","-13.869654","5.586244","4.892885"
"2021-05-28","28 May 2021","0.297297","-0.896355","13.674685","-13.883522","5.604937","4.889108"
"2021-05-31","31 May 2021","0.299687","-0.906126","13.691178","-13.866558","5.592557","4.895946"
"2021-06-01","01 Jun 2021","0.298263","-0.907039","13.686686","-13.871009","5.599842","4.906322"
"2021-06-02","02 Jun 2021","0.287085","-0.897233","13.671831","-13.885675","5.610487","4.910667"
"2021-06-03","03 Jun 2021","0.288478","-0.902322","13.686100","-13.871546","5.609125","4.905761"
"2021-06-04","04 Jun 2021","0.272557","-0.884788","13.658313","-13.898951","5.615723","4.917220"
"2021-06-07","07 Jun 2021","0.210956","-0.809121","13.736484","-13.822478","5.601257","4.841763"
"2021-06-08","08 Jun 2021","0.224824","-0.831643","13.682610","-13.874309","5.611281","4.910619"
"2021-06-09","09 Jun 2021","0.232277","-0.850717","13.629673","-13.926777","5.648433","4.965234"
"2021-06-10","10 Jun 2021","0.239488","-0.852905","13.653395","-13.903877","5.658496","4.950181"
"2021-06-11","11 Jun 2021","0.298467","-0.917083","13.547038","-14.008189","5.686519","5.043673"
"2021-06-14","14 Jun 2021","0.229584","-0.843566","13.644672","-13.911673","5.658564","4.969255"
"2021-06-15","15 Jun 2021","0.239624","-0.856639","13.659259","-13.896939","5.654543","4.971597"
"2021-06-16","16 Jun 2021","0.234471","-0.851018","13.661708","-13.894700","5.658377","4.966376"
"2021-06-17","17 Jun 2021","0.196706","-0.819056","13.731272","-13.824966","5.624201","4.936444"
"2021-06-18","18 Jun 2021","0.144968","-0.771368","13.756363","-13.799095","5.602071","4.939219"
"2021-06-21","21 Jun 2021","0.170026","-0.794103","13.778655","-13.776407","5.595513","4.943109"
"2021-06-22","22 Jun 2021","0.228184","-0.858437","13.757696","-13.797514","5.642447","4.981451"
"2021-06-23","23 Jun 2021","0.222355","-0.848275","13.723821","-13.831006","5.651141","4.997267"
"2021-06-24","24 Jun 2021","0.220891","-0.848592","13.725635","-13.829221","5.652905","4.998759"
"2021-06-25","25 Jun 2021","0.292049","-0.933135","13.709991","-13.843874","5.677808","5.058690"
"2021-06-28","28 Jun 2021","0.235677","-0.864606","13.739010","-13.815924","5.689498","5.030855"
"2021-06-29","29 Jun 2021","0.245108","-0.878264","13.748425","-13.806512","5.690665","5.033172"
"2021-06-30","30 Jun 2021","0.233560","-0.863486","13.701685","-13.852516","5.694741","5.058250"
"2021-07-01","01 Jul 2021","0.227388","-0.856575","13.692163","-13.862340","5.705311","5.053360"
"2021-07-02","02 Jul 2021","0.219023","-0.842016","13.654760","-13.899368","5.717650","5.065047"
"2021-07-05","05 Jul 2021","0.229584","-0.860326","13.681476","-13.872400","5.705752","5.069787"
"2021-07-06","06 Jul 2021","0.218156","-0.835945","13.613422","-13.939970","5.721136","5.082649"
"2021-07-07","07 Jul 2021","0.141275","-0.765823","13.606374","-13.945424","5.713111","5.107559"
"2021-07-08","08 Jul 2021","0.129420","-0.756539","13.591215","-13.960329","5.718123","5.117884"
"2021-07-09","09 Jul 2021","0.212727","-0.839763","13.577901","-13.973549","5.785489","5.178485"
"2021-07-12","12 Jul 2021","0.205425","-0.821909","13.566006","-13.985668","5.796318","5.177896"
"2021-07-13","13 Jul 2021","0.386646","-1.017103","13.418149","-14.129869","5.910081","5.375073"
"2021-07-14","14 Jul 2021","0.203490","-0.823943","13.561460","-13.987754","5.867477","5.252904"
"2021-07-15","15 Jul 2021","0.179121","-0.806563","13.548758","-14.000106","5.862958","5.261300"
"2021-07-16","16 Jul 2021","0.080390","-0.705220","13.612116","-13.937435","5.857412","5.219632"
"2021-07-19","19 Jul 2021","0.069347","-0.690129","13.554361","-13.993799","5.850279","5.255027"
"2021-07-20","20 Jul 2021","0.040667","-0.664277","13.517097","-14.030325","5.855713","5.226016"
"2021-07-21","21 Jul 2021","0.024058","-0.653951","13.581529","-13.966556","5.850049","5.195032"
"2021-07-22","22 Jul 2021","0.064637","-0.699155","13.541422","-14.006274","5.857984","5.215507"
"2021-07-23","23 Jul 2021","0.053237","-0.696796","13.540837","-14.006539","5.850904","5.221381"
"2021-07-26","26 Jul 2021","0.013320","-0.647161","13.583455","-13.965196","5.849407","5.165801"
"2021-07-27","27 Jul 2021","0.015393","-0.648294","13.489770","-14.055913","5.628394","5.008919"
"2021-07-28","28 Jul 2021","0.024917","-0.640212","13.440161","-14.103966","5.447186","4.824602"
"2021-07-29","29 Jul 2021","0.025921","-0.646086","13.442842","-14.101079","5.444075","4.830826"
"2021-07-30","30 Jul 2021","0.012482","-0.636856","13.445512","-14.098282","5.440557","4.832756"
"2021-08-02","02 Aug 2021","0.015386","-0.627016","13.399047","-14.144648","5.441046","4.830188"
"2021-08-03","03 Aug 2021","0.021959","-0.623958","13.298708","-14.241838","5.187914","4.647139"
"2021-08-04","04 Aug 2021","0.015327","-0.616006","13.273252","-14.266934","5.176105","4.646401"
"2021-08-05","05 Aug 2021","0.014395","-0.620258","13.251428","-14.286530","4.952063","4.472831"
"2021-08-06","06 Aug 2021","0.046770","-0.649262","13.293141","-14.244778","4.946202","4.472533"
"2021-08-09","09 Aug 2021","0.049002","-0.648248","13.273960","-14.263587","4.948754","4.490269"
"2021-08-10","10 Aug 2021","0.010000","-0.600822","13.295574","-14.242233","4.958611","4.482663"
"2021-08-11","11 Aug 2021","0.087951","-0.705003","13.289836","-14.246791","4.977331","4.546721"
"2021-08-12","12 Aug 2021","0.088589","-0.712688","13.301482","-14.235101","4.976585","4.551189"
"2021-08-13","13 Aug 2021","0.085640","-0.711931","13.295188","-14.240803","4.972910","4.571025"
"2021-08-16","16 Aug 2021","0.085161","-0.692013","13.236950","-14.299000","4.990086","4.582563"
"2021-08-17","17 Aug 2021","0.098826","-0.724533","13.268741","-14.267178","4.988896","4.590295"
"2021-08-18","18 Aug 2021","0.096418","-0.730992","13.296799","-14.240472","5.200234","4.765422"
"2021-08-19","19 Aug 2021","0.096190","-0.733299","13.293168","-14.243852","5.193548","4.774195"
"2021-08-20","20 Aug 2021","0.093838","-0.734847","13.285182","-14.251761","5.186393","4.773331"
"2021-08-23","23 Aug 2021","0.092186","-0.722043","13.297578","-14.239561","5.192154","4.747282"
"2021-08-24","24 Aug 2021","0.091840","-0.722833","13.304866","-14.232098","5.187001","4.751666"
"2021-08-25","25 Aug 2021","0.094803","-0.722849","13.368000","-14.168382","5.208904","4.727101"
"2021-08-26","26 Aug 2021","0.114994","-0.756194","13.406929","-14.128895","5.200950","4.727330"
"2021-08-27","27 Aug 2021","0.113127","-0.748196","13.406852","-14.129085","5.206010","4.726630"
"2021-08-30","30 Aug 2021","0.106259","-0.735069","13.377544","-14.158266","5.214856","4.740754"
"2021-08-31","31 Aug 2021","0.157525","-0.806324","13.395437","-14.139522","5.247640","4.805444"
"2021-09-01","01 Sep 2021","0.175846","-0.816229","13.401278","-14.133867","5.268866","4.791438"
"2021-09-02","02 Sep 2021","0.209014","-0.854241","13.371184","-14.163854","5.323793","4.849873"
"2021-09-03","03 Sep 2021","0.210576","-0.847316","13.415561","-14.119934","5.333395","4.824560"
"2021-09-06","06 Sep 2021","0.202472","-0.851190","13.423366","-14.111532","5.330099","4.847147"
"2021-09-07","07 Sep 2021","0.241167","-0.894073","13.469485","-14.064796","5.334643","4.843734"
"2021-09-08","08 Sep 2021","0.178745","-0.822382","13.515358","-14.018942","5.341472","4.831241"
"2021-09-09","09 Sep 2021","0.179296","-0.824741","13.478758","-14.054931","5.359569","4.843618"
"2021-09-10","10 Sep 2021","0.179203","-0.827104","13.489423","-14.044118","5.356151","4.848829"
"2021-09-13","13 Sep 2021","0.182771","-0.834523","13.497907","-14.035765","5.362019","4.847808"
"2021-09-14","14 Sep 2021","0.185570","-0.842959","13.504372","-14.029391","5.366798","4.849492"
"2021-09-15","15 Sep 2021","0.223946","-0.889885","13.512345","-14.021341","5.409436","4.905812"
"2021-09-16","16 Sep 2021","0.179615","-0.825250","13.571546","-13.963248","5.425285","4.846981"
"2021-09-17","17 Sep 2021","0.189896","-0.836668","13.591056","-13.943771","5.422738","4.844699"
"2021-09-20","20 Sep 2021","0.117277","-0.767426","13.599800","-13.935701","5.427009","4.824422"
"2021-09-21","21 Sep 2021","0.113237","-0.758410","13.566816","-13.968198","5.428492","4.841711"
"2021-09-22","22 Sep 2021","0.124813","-0.771991","13.581687","-13.953220","5.426218","4.845188"
"2021-09-23","23 Sep 2021","0.156301","-0.831288","13.656890","-13.876790","5.390258","4.848799"
"2021-09-24","24 Sep 2021","0.187030","-0.851931","13.704248","-13.828947","5.400334","4.812843"
"2021-09-27","27 Sep 2021","0.180022","-0.860787","13.722586","-13.809954","5.385115","4.826243"
"2021-09-28","28 Sep 2021","0.179621","-0.870853","13.794069","-13.738472","5.367681","4.798851"
"2021-09-29","29 Sep 2021","0.151083","-0.831303","13.737671","-13.794077","5.378657","4.807345"
"2021-09-30","30 Sep 2021","0.179862","-0.877881","13.788377","-13.742870","5.370147","4.802882"
"2021-10-01","01 Oct 2021","0.164175","-0.855606","13.725365","-13.805026","5.390906","4.810238"
"2021-10-04","04 Oct 2021","0.186016","-0.878998","13.754242","-13.776028","5.396430","4.796309"
"2021-10-05","05 Oct 2021","0.140562","-0.821777","13.786059","-13.745045","5.382700","4.743869"
"2021-10-06","06 Oct 2021","0.129722","-0.810785","13.811370","-13.719503","5.366813","4.736320"
"2021-10-07","07 Oct 2021","0.144130","-0.828757","13.807231","-13.723374","5.383472","4.734098"
"2021-10-08","08 Oct 2021","0.140815","-0.828866","13.855645","-13.674943","5.359827","4.704215"
"2021-10-11","11 Oct 2021","0.160196","-0.849730","13.895259","-13.635027","5.342340","4.694971"
"2021-10-12","12 Oct 2021","0.211804","-0.912271","13.890869","-13.638364","5.343417","4.734426"
"2021-10-13","13 Oct 2021","0.139267","-0.845771","13.905681","-13.621869","5.287679","4.721327"
"2021-10-14","14 Oct 2021","0.111303","-0.814069","13.851942","-13.675017","5.286534","4.726653"
"2021-10-15","15 Oct 2021","0.113281","-0.822496","13.884075","-13.642596","5.264060","4.717480"
"2021-10-18","18 Oct 2021","0.024933","-0.723357","13.973117","-13.552341","5.179674","4.666304"
"2021-10-19","19 Oct 2021","0.128650","-0.851650","13.980317","-13.542498","5.166002","4.731750"
"2021-10-20","20 Oct 2021","0.085013","-0.784119","13.949969","-13.566538","5.183182","4.645044"
"2021-10-21","21 Oct 2021","0.053536","-0.773536","14.034561","-13.479658","5.094266","4.582983"
"2021-10-22","22 Oct 2021","0.030926","-0.753926","14.051457","-13.461932","5.060208","4.590408"
"2021-10-25","25 Oct 2021","0.054111","-0.777457","13.994248","-13.517414","5.072824","4.586330"
"2021-10-26","26 Oct 2021","0.058880","-0.790833","13.975666","-13.535403","5.064897","4.599834"
"2021-10-27","27 Oct 2021","0.023172","-0.762216","13.933643","-13.574419","5.051368","4.641001"
"2021-10-28","28 Oct 2021","0.027397","-0.777397","13.980439","-13.526103","5.012537","4.663955"
"2021-10-29","29 Oct 2021","0.011393","-0.757393","14.007037","-13.491574","4.329319","4.040001"
"2021-11-01","01 Nov 2021","0.013194","-0.763986","14.038413","-13.460843","4.696138","4.380404"
"2021-11-02","02 Nov 2021","0.029942","-0.785942","13.899356","-13.587456","4.724771","4.347476"
"2021-11-03","03 Nov 2021","0.049496","-0.811496","13.889388","-13.596821","4.719970","4.374180"
"2021-11-04","04 Nov 2021","0.084493","-0.865300","13.742890","-13.724705","4.775394","4.376340"
"2021-11-05","05 Nov 2021","0.015204","-0.786290","13.719018","-13.747963","4.757460","4.374238"
"2021-11-08","08 Nov 2021","0.015413","-0.767081","13.718982","-13.748714","4.777704","4.346290"
"2021-11-09","09 Nov 2021","0.012652","-0.794052","13.616404","-13.846692","4.236538","3.937854"
"2021-11-10","10 Nov 2021","0.012984","-0.830428","13.690249","-13.771733","4.204041","3.933440"
"2021-11-11","11 Nov 2021","0.010779","-0.833779","13.757865","-13.703974","4.179928","3.899942"
"2021-11-12","12 Nov 2021","0.047593","-0.899873","13.697745","-13.763525","4.200115","3.925423"
"2021-11-15","15 Nov 2021","0.020552","-0.855747","13.724888","-13.736284","4.193057","3.913010"
"2021-11-16","16 Nov 2021","0.115219","-0.990468","13.682278","-13.775970","4.253788","3.989407"
"2021-11-17","17 Nov 2021","0.089394","-0.956394","13.698513","-13.759644","4.268481","3.995762"
"2021-11-18","18 Nov 2021","0.054148","-0.949148","13.728137","-13.729740","4.249692","3.998087"
"2021-11-19","19 Nov 2021","0.031030","-0.911819","13.623643","-13.833304","4.263334","4.012202"
"2021-11-22","22 Nov 2021","0.029144","-0.911314","13.681508","-13.775946","4.503344","4.228049"
"2021-11-23","23 Nov 2021","0.070172","-0.981121","13.793237","-13.664276","4.478991","4.196659"
"2021-11-24","24 Nov 2021","0.328944","-1.256944","13.139797","-14.897859","1.417224","1.492719"
"2021-11-25","25 Nov 2021","0.294049","-1.213049","13.250312","-14.785298","1.645008","1.710986"
"2021-11-26","26 Nov 2021","0.212139","-1.137139","13.246649","-14.784318","1.629851","1.706016"
"2021-11-29","29 Nov 2021","0.224614","-1.130614","13.239860","-14.791169","1.533222","1.610993"
"2021-11-30","30 Nov 2021","0.131702","-1.048702","13.291598","-14.724309","1.536529","1.612975"
"2021-12-01","01 Dec 2021","0.105748","-1.044736","13.432354","-14.583026","1.572082","1.636228"
"2021-12-02","02 Dec 2021","0.098215","-1.036215","13.402692","-14.610485","1.692643","1.762774"
"2021-12-03","03 Dec 2021","0.094843","-0.989843","13.403949","-14.609168","1.693690","1.756762"
"2021-12-06","06 Dec 2021","0.060021","-0.917021","13.365646","-14.645128","1.594884","1.662307"
"2021-12-07","07 Dec 2021","0.044914","-0.897914","13.427321","-14.583151","1.604599","1.666096"
"2021-12-08","08 Dec 2021","0.085253","-0.933253","13.446002","-14.557918","1.667463","1.719666"
"2021-12-09","09 Dec 2021","0.095383","-0.920383","13.358213","-14.642940","1.616162","1.684887"
"2021-12-10","10 Dec 2021","0.099561","-0.892561","13.345411","-14.655712","1.620246","1.685926"
"2021-12-13","13 Dec 2021","0.097920","-0.889917","13.343819","-14.657337","1.615543","1.694753"
"2021-12-15","15 Dec 2021","0.111352","-0.875352","13.331919","-14.667506","1.637308","1.711439"
"2021-12-16","16 Dec 2021","0.160602","-0.945602","13.291392","-14.707940","1.646442","1.729010"
"2021-12-17","17 Dec 2021","0.121484","-0.905484","13.290141","-14.709122","1.659357","1.736640"
"2021-12-20","20 Dec 2021","0.158359","-0.947359","13.251576","-14.747713","1.657427","1.741413"
"2021-12-21","21 Dec 2021","0.247069","-1.029069","13.213242","-14.776779","1.721326","1.803553"
"2021-12-22","22 Dec 2021","0.229275","-1.017275","13.286323","-14.701738","1.765047","1.828634"
"2021-12-23","23 Dec 2021","0.286530","-1.046530","13.244927","-14.740637","1.781626","1.846152"
"2021-12-24","24 Dec 2021","0.285846","-1.051846","13.247503","-14.738018","1.783903","1.847422"
"2021-12-27","27 Dec 2021","0.274318","-1.009318","13.256685","-14.728795","1.798364","1.853606"
"2021-12-28","28 Dec 2021","0.277284","-1.007826","13.257286","-14.728196","1.797641","1.854088"
"2021-12-29","29 Dec 2021","0.320288","-1.058518","13.245800","-14.736686","1.821771","1.873482"
"2021-12-30","30 Dec 2021","0.318618","-1.043316","13.261839","-14.720625","1.817830","1.866029"
"2021-12-31","31 Dec 2021","0.320159","-1.050159","13.261633","-14.720828","1.816823","1.865633"
"2022-01-03","03 Jan 2022","0.419301","-1.096369","13.190557","-14.786565","1.869752","1.909818"
